categories                                     ;code                                      ;description
Equipment & Magic, Items, Consumables          ;Prattling Pate Wonderful                  ;Twisted clay sculpt in the shape of a human head. A wistful fetish that imparts voices and words on an eternal journey.
Equipment & Magic, Items, Consumables          ;Prattling Pate Let's get to it            ;Twisted clay sculpt in the shape of a human head. A wistful fetish that imparts voices and words on an eternal journey.
Equipment & Magic, Items, Consumables          ;Prattling Pate My Beloved                 ;Twisted clay sculpt in the shape of a human head. A wistful fetish that imparts voices and words on an eternal journey. Expressions of love are among the most fickle.
Equipment & Magic, Items, Whetblades           ;Iron Whetblade                            ;Iron whetblade with a cipher engraved. Can be used as a whetstone knife. When applying an affinity using ashes of war, an additional affinity of heavy, keen, or quality can be chosen.
Equipment & Magic, Items, Whetblades           ;Glintstone Whetblade                      ;Glintstone whetblade with a cipher engraved. Can be used as a whetstone knife. When applying an affinity using physical or magic-type ashes of war, an additional affinity of magic or frost can be chosen.
Equipment & Magic, Items, Whetblades           ;Red-Hot Whetblade                         ;Red-hot whetblade with a cipher engraved. Can be used as a whetstone knife. When applying an affinity using physical or flame-type ashes of war, an additional affinity of fire or flame art can be chosen.
Equipment & Magic, Items, Whetblades           ;Sanctified Whetblade                      ;Sanctified whetblade with a cipher engraved. Can be used as a whetstone knife. When applying an affinity using physical or golden-type ashes of war, an additional affinity of sacred or lightning can be chosen.
Equipment & Magic, Items, Whetblades           ;Black Whetblade                           ;Black whetblade with a cipher engraved. Can be used as a whetstone knife. When applying an affinity using physical or occult-type ashes of war, an additional affinity of poison, blood, or occult can be chosen.
Equipment & Magic, Magic, Sorceries            ;Carian Retaliation                        ;One of the sorceries of the Carian royal family. Swing your staff to dispel incoming sorceries and incantations,  using their power to retaliate with glintblades. This was the Carian royal family's secret means to prepare against  the disloyalty of the academy. The moon and stars would one day  go their separate ways.
Equipment & Magic, Shields, Small Shields      ;Rickety Shield                            ;A creaky old wooden shield, circular in shape. Roughly reinforced with vines or some such. There are countless other shields available of better make. This piece of scrap isn't worth the effort of equipping.
Equipment & Magic, Shields, Small Shields      ;Riveted Wooden Shield                     ;Small wooden roundshield that has been reinforced with metal.  The design riveted to the center represents both sword and tree.
Equipment & Magic, Shields, Small Shields      ;Blue-White Wooden Shield                  ;Small wooden roundshield that has been reinforced with metal. The design is said to represent the stars of the night sky,
Equipment & Magic, Shields, Small Shields      ;Scripture Wooden Shield                   ;A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield. An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.
Equipment & Magic, Shields, Small Shields      ;Red Thorn Roundshield                     ;A small, wooden roundshield.
Equipment & Magic, Shields, Small Shields      ;Pillory Shield                            ;Pillory made to punish serious felons, used as a shield. Though made of good, sturdy wood, it is only a makeshift tool and performs as such. Perhaps due to its use as a device with which the guilty were made to endure prolonged suffering, it raises vitality.
Equipment & Magic, Shields, Small Shields      ;Buckler                                   ;A small metal roundshield. A well-timed parry can break an enemy's stance, allowing a critical
Equipment & Magic, Shields, Small Shields      ;Iron Roundshield                          ;An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.
Equipment & Magic, Shields, Small Shields      ;Gilded Iron Shield                        ;Small metal roundshield. Heavier than a wooden shield,  Though the gold leaf is peeling and the effect is slight,
Equipment & Magic, Shields, Small Shields      ;Man-Serpent's Shield                      ;Small copper dome-shaped roundshield carried by the man-serpents of Mt. Gelmir. Said to have been tempered in lava, it boasts great resistance to fire.
Equipment & Magic, Shields, Small Shields      ;Ice Crest Shield                          ;Small metal roundshield. Heavier than a wooden shield, The ice crest originates from a Carian princess. Though the effect
Equipment & Magic, Shields, Small Shields      ;Rift Shield                               ;Small metal roundshiled depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.
Equipment & Magic, Shields, Small Shields      ;Perfumer's Shield                         ;Golden shield used by the perfumers of Leyndell during military service.
Equipment & Magic, Shields, Small Shields      ;Shield of the Guilty                      ;Shield made to venerate a maiden whose eyes were crushed by Briars of Sin before being reborn in these lands. Venerating the repose of the soul, this shield boosts focus. The briars can be used to attack foes.
Equipment & Magic, Shields, Small Shields      ;Spiralhorn Shield                         ;Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss.
Equipment & Magic, Shields, Small Shields      ;Smoldering Shield                         ;Small shield made upon Mt. Gelmir forged from uncooling lava.
Equipment & Magic, Shields, Small Shields      ;Coil Shield                               ;Armament designed for gladitorial combat. rises above its peers as a particularly showy specimen.
Equipment & Magic, Shields, Medium Shields     ;Hawk Crest Wooden Shield                  ;A tall, medium-sized wooden shield. Light for its size, Adorned with a long-forgotten crest of Stormveil,
Equipment & Magic, Shields, Medium Shields     ;Horse Crest Wooden Shield                 ;A tall, medium-sized wooden shield. Light for its size, The circular horsehead design evokes a swift gallop.
Equipment & Magic, Shields, Medium Shields     ;Candletree Wooden Shield                  ;A tall, medium-sized wooden shield. Light for its size, and easy to handle. Thought to represent a surreptitious prophecy of cardinal sin, the lit candle-tree design was forbidden.
Equipment & Magic, Shields, Medium Shields     ;Flame Crest Wooden Shield                 ;A tall, medium-sized wooden shield. Light for its size, The yellow flame is the symbol of the affliction,
Equipment & Magic, Shields, Medium Shields     ;Marred Wooden Shield                      ;"""Wooden shield of the Stormveil soldiers. Much like the castle, it is marred by mottling and thorns.  Some say it is the curse of grafting which causes such affliction, while others talk of its root being something altogether more sinister hidden deep within the castle."" "
Equipment & Magic, Shields, Medium Shields     ;Sun Realm Shield                          ;Shield of honor depicting a city crowned by the sun.
Equipment & Magic, Shields, Medium Shields     ;Round Shield                              ;A wooden roundshield that has been reinforced with metal. Comparatively light for its size, this shield is easy to handle but
Equipment & Magic, Shields, Medium Shields     ;Large Leather Shield                      ;A round shield covered in leather. One of the larger categories of medium-sized shield. Though its damage negation may be lacking compared to a metal shield, it can handle wider range of attack affinities.
Equipment & Magic, Shields, Medium Shields     ;Black Leather Shield                      ;Roundshield covered in black leather. On the larger side for a medium-sized shield. From the north, this shield depicts the polar star in rivets of gold. The inside is lined with fur, protecting the carrier from frost.
Equipment & Magic, Shields, Medium Shields     ;Marred Leather Shield                     ;Leather shield of Stormveil soldiers. Miuch like the castle, Some say it is the curse of grafting which causes such affliction,
Equipment & Magic, Shields, Medium Shields     ;Heater Shield                             ;A medium-sized metal shield, comparatively easy to handle.  Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield.
Equipment & Magic, Shields, Medium Shields     ;Blue Crest Heater Shield                  ;A medium-sized metal shield. Easier to handle than a kite shield.  The crest represents a forest and river.
Equipment & Magic, Shields, Medium Shields     ;Red Crest Heater Shield                   ;A medium-sized metal shield. Easier to handle than a kite shield.
Equipment & Magic, Shields, Medium Shields     ;Beast Crest Heater Shield                 ;A medium-sized metal shield. Easier to handle than a kite shield. Features a beast as its crest, serving to remind warriors not to
Equipment & Magic, Shields, Medium Shields     ;Inverted Hawk Heater Shield               ;A medium-sized metal shield.
Equipment & Magic, Shields, Medium Shields     ;Eclipse Crest Heater Shield               ;A medium-sized metal shield. Easier to handle than a kite shield. The sun in eclipse is said to be the symbol of the Wandering Mausoleum where the soulless demigods slumber.
Equipment & Magic, Shields, Medium Shields     ;Kite Shield                               ;A standard medium-sized metal shield. Metal shields reliably negate physical damage when guarding,
Equipment & Magic, Shields, Medium Shields     ;Blue-Gold Kite Shield                     ;A standard medium-sized shield. Highly reputed for The design represents the Erdtree foreground against a blue sky.
Equipment & Magic, Shields, Medium Shields     ;Scorpion Kite Shield                      ;A standard medium-sized metal shield.
Equipment & Magic, Shields, Medium Shields     ;Twinbird Kite Shield                      ;Shield featuring a vividly painted twinbird.
Equipment & Magic, Shields, Medium Shields     ;Brass Shield                              ;On the larger side for medium-sized shield, the face has been Commonly employed in the Shattering.
Equipment & Magic, Shields, Medium Shields     ;Banished Knight's Shield                  ;A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.
Equipment & Magic, Shields, Medium Shields     ;Albinauric Shield                         ;Tall oval shield made of metal carried by young Albinaurics.
Equipment & Magic, Shields, Medium Shields     ;Beastman's Jar-Shield                     ;Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula.
Equipment & Magic, Shields, Medium Shields     ;Carian Knight's Shield                    ;A teardrop-shaped shield embedded with blue glintstones.
Equipment & Magic, Shields, Medium Shields     ;Silver Mirrorshield                       ;Shield of radiant silver, festooned with amber and carried by Loretta, Knight of the Haligtree. The shape is said to imitate that of a sacred drop of dew, which inspired the absurd rumor that Loretta herself was an Albinauric.
Equipment & Magic, Shields, Medium Shields     ;Great Turtle Shell                        ;Shield fashioned from a great turtle shell. The natural curve The turtle is a symbol of tirelessness, and this shield
Equipment & Magic, Shields, Greatshields       ;Wooden Greatshield                        ;Wooden greatshield reinforced with a metal ornamentation. Greatshields boast high damage negation and guard capacity,
Equipment & Magic, Shields, Greatshields       ;Lordsworn's Shield                        ;Wooden tower shield. Lightweight for a greatshield and easy to handle. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.
Equipment & Magic, Shields, Greatshields       ;Briar Greatshield                         ;Greatshield from a foreign land, used by Elemer of the Briar. Attacks with this armament utilize the iron thorns that have been wound around its frame.
Equipment & Magic, Shields, Greatshields       ;Spiked Palisade Shield                    ;Designed to perform shield bashes, these attacks riddle the enemy with holes, earning it the nickname of "pard shield"
Equipment & Magic, Shields, Greatshields       ;Icon Shield                               ;"Greatshield painted with a divine scene, the recipients of a blessed tear from the Erdtree. An item that looks back fondly on the age of plenty. The divine scene acts in and of itself as a sacred invocation, gradually restoring the carrier's HP. "
Equipment & Magic, Shields, Greatshields       ;Golden Beast Crest Shield                 ;Shield of dull gold with a beast engraved as its crest. Lighter than The beast depicted is Serosh, aged counselor who guides the
Equipment & Magic, Shields, Greatshields       ;Manor Towershield                         ;An iron greatshield large enough to cover the entire body.  Depicts the Roundtable Hold, gathering place of champions.
Equipment & Magic, Shields, Greatshields       ;Crossed-Tree Towershield                  ;An iron greatshield large enough to cover the entire body.
Equipment & Magic, Shields, Greatshields       ;Inverted Hawk Towershield                 ;An iron greatshield large enough to cover the entire body.
Equipment & Magic, Shields, Greatshields       ;Dragon Towershield                        ;Tower shield engraved with a dragon, symbol of protection. Heavy even among greatshields, it possesses exceptional guarding ability
Equipment & Magic, Shields, Greatshields       ;Distinguished Greatshield                 ;Greatshield featuring sumptuous ornamentation used by the scions of great families. Due to their excessive size, these shields were at times seen as the hallmark of little lordlings who were too timid to earn a few nicks and scratches.
Equipment & Magic, Shields, Greatshields       ;Gilded Greatshield                        ;Metal greatshield coated with gold. Carried by knights loyal to Godrick. The red tinge in the gold coat mirrors the primordial matter that became the Erdtree. The color of homeward yearning.
Equipment & Magic, Shields, Greatshields       ;Cuckoo Greatshield                        ;Metal Greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy.  Boasting high magic damage negation, this shield is used to hunt down mages.  “Our enemy is none other than Caria itself.”
Equipment & Magic, Shields, Greatshields       ;Redmane Greatshield                       ;Greatshield shaped like a fang, featuring the crest of red-maned lion.
Equipment & Magic, Shields, Greatshields       ;Golden Greatshield                        ;Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell.
Equipment & Magic, Shields, Greatshields       ;Haligtree Crest Greatshield               ;Metal greatshield depicting the Haligtree with unalloyed gold.
Equipment & Magic, Shields, Greatshields       ;Crucible Hornshield                       ;Greatshield of red-tinged gold carried by Crucible Knights. Features a great horn. An ancient holiness dwells within. The crucible horn skewers foes when performing shield bashes.
Equipment & Magic, Shields, Greatshields       ;Dragonclaw Shield                         ;Greatshield said to have been whittled from the claw of a great, ancient dragon, wielded by grotesque Tree Sentinels who yet serve the Erdtree. Imbued with lightning.
Equipment & Magic, Shields, Greatshields       ;Fingerprint Stone Shield                  ;A great stone shield with an intricately carved fingerprint design.
Equipment & Magic, Shields, Greatshields       ;Eclipse Crest Greatshield                 ;Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights.
Equipment & Magic, Shields, Greatshields       ;Ant's Skull Plate                         ;Huge head of one of the giant ants which inhabit the two underground rivers, used without modification as a shield. Excels at repeling enemy attacks. Giant ants are venomous creatures, granting a boost to immunity when wielding the shield.
Equipment & Magic, Shields, Greatshields       ;Erdtree Greatshield                       ;Weighty greatshield forged of gold carried by the order of Tree Sentinels, heavily equipped knights. Blessed by an old incantation of protection.
Equipment & Magic, Shields, Greatshields       ;Jellyfish Shield                          ;The head of a spirit jellyfish, commonly found floating above sacred ground throughout the Lands Between, wielded without modification as a shield. The see-through head is extremely light, but its flesh is supple, providing absolutely no protection from piercing attacks.
Equipment & Magic, Shields, Greatshields       ;Visage Shield                             ;Tricksome bronze shield depicting the face of a Fire Giant. The dreadful visage and burning flames are designed to remind one of the horror of facing a Fire Giant. In other words, this shield has an instructional function.
Equipment & Magic, Shields, Greatshields       ;One-Eyed Shield                           ;Tricksome shield made from white stone depicting a malformed one-eyed god. The barrel of a firearm pokes through the open mouth. Once worshipped by the giants, this evil deity is believed to have been slain by Queen Marika.
Equipment & Magic, Talismans                   ;Crimson Amber Medallion                   ;A medallion with crimson amber inlaid.  The Erdtree's old sap becomes amber, treasured as the most precious of jewels in the age of Godfrey, the first Elden Lord. A primordial life energy resides inside.
Equipment & Magic, Talismans                   ;Cerulean Amber Medallion                  ;A medallion with cerulean amber inlaid. Boosts maximum FP. The Erdtree's old sap becomes amber, treasured as the most precious of jewels in the age of Godfrey, the first Elden Lord. A primordial life energy resides inside.
Equipment & Magic, Talismans                   ;Viridian Amber Medallion                  ;A medallion with viridian amber inlaid.  The Erdtree's old sap becomes amber, treasured as the most precious of jewels in the age of Godfrey, the first Elden Lord. A primordial life energy resides inside.
Equipment & Magic, Talismans                   ;Arsenal Charm                             ;An iron charm that resembles a mass of weaponry.  This talisman was derived from an unusual greatsword, once wielded by a hero hungry for vengeance.
Equipment & Magic, Talismans                   ;Great-Jar's Arsenal                       ;"A charm that resembles a great jar overflowing with weaponry. <span data-darkreader-inline-color="""" style=""color: #b4b2b0;"">Vastly boosts maximum equipment load.</span> The great jar grants this talisman to their warriors.  Carry as much as you can — grow big and strong. "
Equipment & Magic, Talismans                   ;Erdtree's Favor                           ;A talisman depicting a special blessing of the Erdtree. Slightly raises maximum HP, stamina, and equip load. It is said that when the Age of the Erdtree began, such blessings  were personally bestowed upon their recipients by Queen Marika  herself.
Equipment & Magic, Talismans                   ;Radagon's Scarseal                        ;An eye engraved with an Elden Rune. Said to be the seal of King Consort Radagon. Raises vigor, endurance, strength, and dexterity, but also increases damage taken. These seals represent the lifelong duty of those chosen by the gods.
Equipment & Magic, Talismans                   ;Radagon's Soreseal                        ;"This legendary talisman is an eye engraved with an Elden Rune, said to be the seal of King Consort Radagon. Greatly raises vigor, endurance, strength, dexterity, but also increases damage taken by a similar measure. Solemn duty weighs upon the one beholden; not unlike a gnawing curse from which there is no deliverance. "
Equipment & Magic, Talismans                   ;Starscourge Heirloom                      ;A talisman engraved with a scene from a heroic tale. Raises strength. The mightiest hero of the demigods confronted the falling stars alone—and thus did he crush them, his conquest sealing the very fate of the stars.
Equipment & Magic, Talismans                   ;Prosthesis-Wearer Heirloom                ;A talisman engraved with a scene from a heroic tale. Raises dexterity. Though born into the accursed rot, when the young girl encountered her mentor and his flowing blade, she gained wings  of unparalleled strength.
Equipment & Magic, Talismans                   ;Stargazer Heirloom                        ;A talisman engraved with the legend of a queen. Raises intelligence. The young astrologer gazed at the night sky as she walked. She had always chased the stars every step of her journey. Then she  met the full moon — and, in time, the astrologer became a queen.
Equipment & Magic, Talismans                   ;Two Fingers Heirloom                      ;A talisman engraved with the legend of the Two Fingers. Fingers cannot speak, yet these are eloquent.
Equipment & Magic, Talismans                   ;Silver Scarab                             ;A talisman facsimile of a scarab, the carrier of treasures and precious things. This silver scarab enhances item discovery.
Equipment & Magic, Talismans                   ;Golden Scarab                             ;A talisman facsimile of a scarab, the carrier of treasures and precious things. This golden scarab increases the amount of runes obtained from defeating enemies.
Equipment & Magic, Talismans                   ;Moon of Nokstella                         ;This legendary talisman is a treasure of Nokstella, the Eternal City. Increases memory slots. This talisman represents the lost black moon.
Equipment & Magic, Talismans                   ;Green Turtle Talisman                     ;A talisman in the shape of a green turtle. Turtles are known as a nutritious ingredient, symbolic of inexhaustible power. However, those who hold turtles to be wise creatures consider the practice of eating their meat to be barbarous.
Equipment & Magic, Talismans                   ;Stalwart Horn Charm                       ;An accoutrement worn by the ancestral followers.  Said to be a budding horn. The ancestral followers believe that the horns of a long-lived beast continue to bud like antlers, over and over again, until the beast one day becomes an ancestral spirit.
Equipment & Magic, Talismans                   ;Immunizing Horn Charm                     ;An accountrement worn by the ancestral followers. Said to be a budding horn. The ancestral followers believed that the horns of a long-lived beast continue to bud like antlers , over and over again, until the beast one day becomes an ancestral spirit.
Equipment & Magic, Talismans                   ;Clarifying Horn Charm                     ;An accoutrement worn by the ancestral followers. Said to be a budding horn. The ancestral followers believed that the horns of a long-lived beast continue to bud like antlers, over and over again, until the beast one day becomes an ancestral spirit.
Equipment & Magic, Talismans                   ;Prince of Death's Pustule                 ;A fetid pustule taken from facial flesh. It is said that this pustule came from the visage of the Prince of Death, he who used to be called Godwyn. As First Dead of the demigods, it's said he's buried deep under the capital, at the Erdtree's roots.
Equipment & Magic, Talismans                   ;Mottled Necklace                          ;A vividly-colored accoutrement precious to the ancestral followers. Raises immunity, robustness, and focus. Said to be a budding horn. The ancestral followers believed that the horns of a long-lived beast continue to bud like antlers, over and over again, until the beast one day becomes an ancestral spirit.
Equipment & Magic, Talismans                   ;Bull-Goat's Talisman                      ;A talisman depicting the horns of a bull-goat. Bull-goats are associated with the stout and mighty Tragoth, said to be unflinching in combat - now a silent comrade to those who fight.
Equipment & Magic, Talismans                   ;Marika's Scarseal                         ;An eye engraved with an Elden Rune. Raises mind, intelligence, faith, arcane, but also increases damage taken. These seals represent the lifelong duty of those chosen by the gods.
Equipment & Magic, Talismans                   ;Marika's Soreseal                         ;"This legendary talisman is an eye engraved with an Elden Rune, s aid to be the seal of Queen Marika.  Greatly raises mind, intelligence, faith, and arcane, but also increases damage taken by a similar measure. Solemn duty weighs upon the one beholden; not unlike a gnawing curse from which there is no deliverance. "
Equipment & Magic, Talismans                   ;Warrior Jar Shard                         ;Shard of a shattered warrior jar. Boosts the attack power of skills. Scraps of stewed flesh cling to the shard, and tatters of ornaments can be seen mingled within the slime. Relics of ancient royal warriors, perhaps.
Equipment & Magic, Talismans                   ;Shard of Alexander                        ;Shard of the late Alexander, a shattered warrior jar. Greatly boosts the attack power of skills. Scraps of stewed flesh cling to the shard, and tatters of ornaments can be seen mingled within the slime. Relics of a red-haired champion, it would seem.
Equipment & Magic, Talismans                   ;Millicent's Prosthesis                    ;Part of the golden prosthesis used by Millicent. Boosts dexterity and raises attack power with successive attacks. The despair of sweet betrayal transformed Millicent from a mere bud into a magnificent flower. And one day, she will be reborn - as a beautiful scarlet valkyrie.
Equipment & Magic, Talismans                   ;Magic Scorpion Charm                      ;A talisman carried by assassins who strike unseen. Patterned on a scorpion freshly shed of its exoskeleton, its claws seizing a heart that shimmers with magic. Raises magic attack power, but lowers damage negation.
Equipment & Magic, Talismans                   ;Lightning Scorpion Charm                  ;A talisman carried by assassins who strike unseen. Raises lightning attack power, but lowers damage negation.
Equipment & Magic, Talismans                   ;Fire Scorpion Charm                       ;A talisman carried by assassins who strike unseen. Raises fire attack power, but lowers damage negation.
Equipment & Magic, Talismans                   ;Sacred Scorpion Charm                     ;A talisman carried by assassins who strike unseen. Raises holy attack power, but lowers damage negation.
Equipment & Magic, Talismans                   ;Red-Feathered Branchsword                 ;A talisman adorned with red feathers, once used in ancient death rituals. Raises attack power when HP is low. The heart sings when one draws close to death, and a glorious end awaits those who cling so tenaciously to life.
Equipment & Magic, Talismans                   ;Ritual Sword Talisman                     ;A talisman patterned after swords used in ritual combat held to honor the Erdtree. Raises attack power when HP is at maximum. The practice had died out by the age of King Consort Radagon, but remains of the arenas where ritual combat took place can still be found in every land.
Equipment & Magic, Talismans                   ;Spear Talisman                            ;A talisman depicting a spear and a soldier.  Enhances the counterattacks that are unique to thrusting weapons. Spears are standard weapons for soldiers in the Lands Between.  They made it possible to respond to a ferocious foe with an equally ferocious counterattack.
Equipment & Magic, Talismans                   ;Hammer Talisman                           ;"A talisman depicting a hammer and a knight. Hammers are highly effective against shield-bearing foes, so much so that they are known as ""knight-killers."" "
Equipment & Magic, Talismans                   ;Winged Sword Insignia                     ;A talisman depicting a raised prosthetic blade. Raises attack power with successive attacks. The wings symbolize Malenia and her undefeated prowess. Though she never knew relief from the accursed rot she was born into, her blade was forever beautiful - and relentless.
Equipment & Magic, Talismans                   ;Rotten Winged Sword Insignia              ;A talisman depicting a raised prosthetic blade. An honor bestowed upon the valkyries who serve the goddess of rot.  Greatly raises attack power with successive attacks. The Four sister were born in the swamp of Aeonia, and came to the Haligtree under the aegis of Gowry. And yet, those buds were doomed to never blossom.
Equipment & Magic, Talismans                   ;Dagger Talisman                           ;A talisman depicting a dagger and a surgeon. Enhances critical hits. The white-garbed field surgeons come to the aid of friend and foe alike by dealing a final deadly thrust to spare them from the prolonged agony of a mortal wound. A sense of mercy is a catalyst for bloodlust.
Equipment & Magic, Talismans                   ;Arrow's Reach Talisman                    ;A talisman depicting three arrows. Increases the effective range of bows.
Equipment & Magic, Talismans                   ;Blue Dancer Charm                         ;A cloth doll depicting a dancer garbed in blue. An ancient heirloom of some sort. Raises attack power with lower equipment load. The dancer in blue represents a fairy, who in legend bestowed a  flowing sword upon a blind swordsman. Blade in hand, the swordsman sealed away an ancient god — a god that was Rot itself.
Equipment & Magic, Talismans                   ;Twinblade Talisman                        ;A talisman depicting a twinblade and a confessor. The twinblade technique is a tradition of the confessors, who closely guard the secret of how they preserve the momentum of their attacks. Thus is the final strike of their onslaught all the more deadly.
Equipment & Magic, Talismans                   ;Axe Talisman                              ;A talisman depicting an axe and a warrior. The Lord who led the Long March bore an axe, and his loyal warriors honored him by wielding axes of their own, making them very effective at dealing decisive blows.
Equipment & Magic, Talismans                   ;Lance Talisman                            ;A talisman depicting a lance and a knight. Enhances attacks while on horseback. Knights on horseback are deadly foes. They see all below from their lofty position, meeting little meaningful resistance as they charge ahead.
Equipment & Magic, Talismans                   ;Arrow's Sting Talisman                    ;A talisman depicting three iron arrows. Carried by soldiers long ago. Raises attack power of arrows and bolts.
Equipment & Magic, Talismans                   ;Lord of Blood's Exultation                ;"A talisman depicting the exultation of the Lord of Blood. Raises attack power when blood loss occurs in the vicinity. ""Render up you offerings of blood to your Lord. Drench my consort's chamber. Slake his cocoon's thirst. His awakening shall herald the dawn of our dynasty"" "
Equipment & Magic, Talismans                   ;Kindred of Rot's Exultation               ;"A talisman depicting the exultation of pests. Raises attack power when poisoning or rot occurs in the vicinity. ""Rot for the scarlet goddess. O scarlet blossoms, flourish in distant lands, and return to us, the unwanted children."" "
Equipment & Magic, Talismans                   ;Claw Talisman                             ;A talisman depicting a claw and an assassin. The assassins of Ravenmount are killers by trade. They assail their victims while dressed as birds of prey.
Equipment & Magic, Talismans                   ;Roar Medallion                            ;A bronze medallion depicting a roaring giant. In ancient times, the giants were mortal enemies of the Erdtree.
Equipment & Magic, Talismans                   ;Curved Sword Talisman                     ;A talisman depicting a curved sword and a swordsman. It is said that a blind swordsman was the originator of this technique — the art of allowing one's opponent to strike so as to leave them vulnerable to a well-timed reply.
Equipment & Magic, Talismans                   ;Companion Jar                             ;A talisman given by the jars to their friends. Raises potency of thrown jars. Though the jars are brought to life by human flesh and blood, they are all rather kindly folk. Perhaps they were made to be better than their innards.
Equipment & Magic, Talismans                   ;Perfumer's Talisman                       ;A talisman depicting a set of perfume bottles. Raises potency of perfume items. There are gardens known only to the perfumers. Whether hidden on the fringes of the highlands, or obscured by shadows inside caves, the flowers blossom in secret, waiting to impart their scent.
Equipment & Magic, Talismans                   ;Graven-School Talisman                    ;A talisman depicting a school of graven mages, the nightmare of  the academy. Raises potency of sorceries. The primeval current is a forbidden tradition of glintstone  sorcery. To those who cleave to its teachings, the act of collecting  sorcerers to fashion them into the seeds of stars is but another  path of scientific inquiry.
Equipment & Magic, Talismans                   ;Graven-Mass Talisman                      ;A talisman depicting the first school of graven mages — a nightmare that would continue to haunt the academy. Greatly raises potency of sorceries. The primeval current is a forbidden tradition of glintstone sorcery. To those who cleave to its teachings, the act of collecting sorcerers to fashion them into the seeds of stars is but another path of scientific inquiry.
Equipment & Magic, Talismans                   ;Faithful's Canvas Talisman                ;A talisman bearing an icon that depicts a group of masked figures. The figures represent the flock at prayer, their firm belief in the intangible inspiring even the solitary founder of their religion. What is faith if not an affirmation?
Equipment & Magic, Talismans                   ;Flock's Canvas Talisman                   ;A talisman bearing an icon that depicts a mass of masked figures. Greatly raises potency of incantations. The figures represent the flock at prayer, their firm belief in the intangible inspiring even the solitary founder of their religion. What is faith if not an affirmation?
Equipment & Magic, Talismans                   ;Old Lord's Talisman                       ;A legendary talisman depicting the ancient king whose seat lies at the heart of the storm beyond time. Extends the duration of sorceries and incantations. It is said that the ancient royal city of Farum Azula has been  slowly crumbling since time immemorial.
Equipment & Magic, Talismans                   ;Radagon Icon                              ;A legendary talisman depicting the Elden Lord Radagon. Shortens the casting time of sorceries and incantations. As the husband of Rennala of Caria, the red-haired Radagon studied sorcery, and as the husband of Queen Marika, he studied  incantations. Thus did the hero aspire to be complete.
Equipment & Magic, Talismans                   ;Primal Glintstone Blade                   ;An old glintstone blade that has been stained with blood. Reduces FP consumption of sorceries and incantations at the cost of maximum HP. The old sorcerers would slice open their hearts with these blades to imbue a primal glintstone with their soul, and thus did they die.
Equipment & Magic, Talismans                   ;Godfrey Icon                              ;A legendary talisman depicting the Elden Lord Godfrey. Raises charge attack power of sorceries, incantations, and skills. Godfrey was a ferocious warrior. When he vowed to become a lord, he took the Beast Regent Serosh upon on his back to suppress the ceaseless lust for battle that raged within.
Equipment & Magic, Talismans                   ;Dragoncrest Shield Talisman               ;Wrought iron talisman depicting a trio of ancient dragons. Boosts physical damage negation. The ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock. And so it is that the shape of the dragon has become symbolic of all manner of protections.
Equipment & Magic, Talismans                   ;Dragoncrest Greatshield Talisman          ;Legendary talisman of wrought iron depicting a massive ancient dragon. Enormously boosts physical damage negation. The ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock. And so it is that the shape of the dragon has become symbolic of all manner of protections.
Equipment & Magic, Talismans                   ;Spelldrake Talisman                       ;Talisman depicting a blue ancient dragon. The ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock.
Equipment & Magic, Talismans                   ;Flamedrake Talisman                       ;Talisman depicting a red ancient dragon. The ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock.
Equipment & Magic, Talismans                   ;Boltdrake Talisman                        ;Talisman depicting a yellow ancient dragon. The ancient dragons, who ruled before the prehistoric era of the Erdtree, would protect their lord as a wall of living rock.
Equipment & Magic, Talismans                   ;Haligdrake Talisman                       ;Talisman depicting a golden ancient dragon. The ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock.
Equipment & Magic, Talismans                   ;Pearldrake Talisman                       ;Talisman depicting a pearlescent ancient dragon. The ancient dragons who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock. And so it is that the shape of the dragon has become symbolic of all manner of protections.
